lambda,h0,topology,initial_condition,defect_representation,commitment_law,block_factor,target_probability,max_real_transient_eigenvalue,transient_extinction_verified,minimum_expected_residence,all_states_positive_residence,all_states_residence_above_tolerance,minimum_schur_footprint,all_states_nonzero_schur_footprint,causal_probe_count,positive_causal_count,negative_causal_count,near_zero_causal_count,positive_causal_fraction,median_causal_effect,mean_absolute_causal_effect,max_absolute_causal_effect,min_causal_effect,max_causal_effect
1.0,0.1,path,left_boundary,symmetric,exponential,0.05,0.014771699953762244,-0.05755477305177202,True,9.836076117564695e-06,True,True,0.5606607202016959,True,33,9,21,3,0.2727272727272727,-1.7764681356675915e-07,0.004107780012667789,0.013345292305948782,-0.008196707186597775,0.013345292305948782
2.0,0.1,path,left_boundary,symmetric,exponential,0.05,0.018126212789867015,-0.057577164210285525,True,5.525138658761085e-08,True,True,0.3054158472023059,True,33,9,18,6,0.2727272727272727,-1.1626927750446603e-08,0.004969746757022286,0.01630152781910038,-0.009662371422633959,0.01630152781910038
0.5,0.1,path,left_boundary,log,exponential,0.05,0.018588913759292128,-0.047451020391308184,True,0.0007471457125402119,True,True,0.9631468964981186,True,33,9,24,0,0.2727272727272727,-2.008659427437526e-06,0.005107976555730015,0.016705740335837632,-0.009941234345408688,0.016705740335837632
4.0,0.1,ring,left_boundary,symmetric,exponential,0.05,0.02603763897039942,-0.058111825001905544,True,4.602408831031931e-11,True,False,0.08802112051166781,True,33,9,16,8,0.2727272727272727,-8.099805548500427e-12,0.006931172885595315,0.02324606248166123,-0.012688649853324106,0.02324606248166123
4.0,0.1,path,left_boundary,symmetric,exponential,0.05,0.026790564675113065,-0.058633019572034,True,5.980945515679601e-13,True,False,0.09061374603205544,True,33,9,16,8,0.2727272727272727,-8.651673127912929e-12,0.00711347057496662,0.02384894299564267,-0.013042958890945817,0.02384894299564267
1.0,0.1,path,left_boundary,log,exponential,0.05,0.028096252247659336,-0.029772055827596643,True,0.0017133360104844182,True,True,0.9644044565943359,True,33,9,24,0,0.2727272727272727,-4.082461946476601e-06,0.007488982297492624,0.024969751011341544,-0.013759696624604283,0.024969751011341544
0.5,0.1,path,left_boundary,bounded,exponential,0.05,0.02912065476173878,-0.05652025211086607,True,0.0012955831659981407,True,True,0.9794650854993217,True,33,9,24,0,0.2727272727272727,-6.2947151167995485e-06,0.007805525502053821,0.025831961540496308,-0.014379321567054168,0.025831961540496308
0.0,0.02,path,left_boundary,log,exponential,0.05,0.03233077503156753,-0.020000000000000136,True,0.1067316284729509,True,True,1.0099834956033915,True,33,9,24,0,0.2727272727272727,-0.00019739589162069693,0.0084431277117212,0.023911633334023664,-0.0206007923319744,0.023911633334023664
0.0,0.02,path,left_boundary,bounded,exponential,0.05,0.03233077503156753,-0.020000000000000136,True,0.1067316284729509,True,True,1.0099834956033915,True,33,9,24,0,0.2727272727272727,-0.00019739589162069693,0.0084431277117212,0.023911633334023664,-0.0206007923319744,0.023911633334023664
0.0,0.02,path,left_boundary,symmetric,exponential,0.05,0.03233077503156753,-0.020000000000000136,True,0.1067316284729509,True,True,1.0099834956033915,True,33,9,24,0,0.2727272727272727,-0.00019739589162069693,0.0084431277117212,0.023911633334023664,-0.0206007923319744,0.023911633334023664
0.5,0.02,path,left_boundary,symmetric,exponential,0.05,0.03605686156169725,-0.01625861618428149,True,0.018173798081124057,True,True,0.7592841157724025,True,33,9,24,0,0.2727272727272727,-4.560679318055261e-05,0.008876644596086766,0.02625572364634937,-0.020947080311939065,0.02625572364634937
1.0,0.02,path,left_boundary,symmetric,exponential,0.05,0.039992468923019116,-0.015829249241507814,True,0.001269012649696997,True,True,0.5607022758350148,True,33,9,22,2,0.2727272727272727,-6.656196493246003e-06,0.009367823546631343,0.028669978199259143,-0.021309779963989882,0.028669978199259143
4.0,0.5,path,left_boundary,log,exponential,0.05,0.0371124447729931,-0.06850424358693272,True,7.081796539275216e-07,True,True,0.815548488251745,True,33,9,15,9,0.2727272727272727,-2.2413869371629147e-11,0.009685439529760993,0.03559665701927835,-0.010500268918759811,0.03559665701927835
2.0,0.02,path,left_boundary,symmetric,exponential,0.05,0.04847523741698479,-0.015208152796917257,True,3.873940175404781e-06,True,True,0.305415868795387,True,33,9,19,5,0.2727272727272727,-1.0413820742544155e-07,0.010466269664413354,0.0337342048327805,-0.02211052843334916,0.0337342048327805
0.5,0.02,path,left_boundary,log,exponential,0.05,0.04746267050660255,-0.013017681006378868,True,0.16852601659650893,True,True,0.9946811631591053,True,33,9,24,0,0.2727272727272727,-0.00021736722693777716,0.01098015119845462,0.03318607898110531,-0.024327309600569294,0.03318607898110531
2.0,0.5,path,left_boundary,bounded,exponential,0.05,0.04474988439802321,-0.04322134662876669,True,0.00011595731067155271,True,True,0.9515684933470951,True,33,9,24,0,0.2727272727272727,-1.2679300292889328e-06,0.011599420351636516,0.04273313812650011,-0.011643078397619022,0.04273313812650011
4.0,0.02,path,left_boundary,symmetric,exponential,0.05,0.0680314548711588,-0.014069365218583006,True,2.2254641118110562e-11,True,False,0.09061374603206125,True,33,9,16,8,0.2727272727272727,-2.398470311248957e-11,0.012957906224124315,0.044784336635474535,-0.023903232860931573,0.044784336635474535
4.0,0.02,ring,left_boundary,symmetric,exponential,0.05,0.06744893643514366,-0.01405923674931308,True,1.0676677298106431e-10,True,True,0.08802112051166781,True,33,9,16,8,0.2727272727272727,-2.4072688287191113e-11,0.012979085129883513,0.04479814482320546,-0.023956291685613737,0.04479814482320546
