k,r,gcd_k_r,orbit_length,primitive_recurrence,transitive_full_cycle,modular_inverse_s,r_times_s_mod_k,U_power_recovers_X
72,34,2,36,False,False,,,False
72,35,1,72,True,True,35.0,1.0,True
72,36,36,2,False,False,,,False
72,37,1,72,True,True,37.0,1.0,True
72,38,2,36,False,False,,,False
72,39,3,24,False,False,,,False
72,40,8,9,False,False,,,False
72,41,1,72,True,True,65.0,1.0,True
72,42,6,12,False,False,,,False
72,43,1,72,True,True,67.0,1.0,True
72,44,4,18,False,False,,,False
72,45,9,8,False,False,,,False
72,46,2,36,False,False,,,False
72,47,1,72,True,True,23.0,1.0,True
72,48,24,3,False,False,,,False
72,49,1,72,True,True,25.0,1.0,True
72,50,2,36,False,False,,,False
72,51,3,24,False,False,,,False
72,52,4,18,False,False,,,False
72,53,1,72,True,True,53.0,1.0,True
72,54,18,4,False,False,,,False
72,55,1,72,True,True,55.0,1.0,True
72,56,8,9,False,False,,,False
72,57,3,24,False,False,,,False
72,58,2,36,False,False,,,False
72,59,1,72,True,True,11.0,1.0,True
72,60,12,6,False,False,,,False
72,61,1,72,True,True,13.0,1.0,True
72,62,2,36,False,False,,,False
72,63,9,8,False,False,,,False
72,64,8,9,False,False,,,False
72,65,1,72,True,True,41.0,1.0,True
72,66,6,12,False,False,,,False
72,67,1,72,True,True,43.0,1.0,True
72,68,4,18,False,False,,,False
72,69,3,24,False,False,,,False
72,70,2,36,False,False,,,False
72,71,1,72,True,True,71.0,1.0,True
