time,k_4,k_6,k_8,k_10,k_12,k_14,k_16,k_18,k_20,k_22,k_24
25.200000000000003,0.06481779942940447,0.07077566956760115,0.09004951942924963,0.14231683449565333,0.25216341160959366,0.1332236290529949,0.07745798112231939,0.05371739246818648,0.04291863966727639,0.03782950547511636,0.03472961768260424
25.25,0.06482594921212435,0.07073332862426561,0.09001431124601872,0.14237657901588838,0.252254564551419,0.13316324689764594,0.07739791721825756,0.05372927643324971,0.04293350675568991,0.03785736756280222,0.03471395248263856
25.3,0.06482496382894472,0.0706946077772315,0.08996750078116582,0.14243914677940056,0.25233906590048427,0.13314485805562512,0.07734448961246963,0.05373294901541516,0.04294101899231158,0.0378658454082799,0.03470555384867167
25.35,0.06482390913810997,0.07064882513200323,0.08991803424093328,0.1424659814245446,0.2525454052431076,0.13305216663363836,0.0773305072606318,0.05373605753322127,0.04294745771810735,0.03784634268134473,0.03468531299435787
25.400000000000002,0.064822893049862,0.07060321844904704,0.08984502674670067,0.14249083628022152,0.2527995085958653,0.13288305841890166,0.07733688150828934,0.05373871981568612,0.0429408317999759,0.037835363018573945,0.03470366231687656
25.450000000000003,0.06481083140776864,0.07056348355730964,0.08983128280054481,0.14252188716291028,0.25299859787406836,0.13271654977924893,0.07738387729182761,0.05371760478420855,0.042932106326091304,0.03780842440570659,0.03471535461031505
25.5,0.06478728679786988,0.07050530837739961,0.0897869460638033,0.1425708680517628,0.2531820627063855,0.13258344225838894,0.07742307059394864,0.05369852963124385,0.04292323531086166,0.037801102189302827,0.03473814801903301
25.55,0.06474541635717193,0.07046047423676587,0.0897232257221062,0.1426194868760271,0.2534035404101728,0.13244104537387694,0.07747168226708243,0.053652171651157016,0.042908562873157585,0.03780156723465288,0.034772826997829256
25.6,0.06471917780733723,0.07044324113720578,0.08965924959523586,0.1426472266024141,0.2536458158009996,0.13227676585523312,0.07746353426262295,0.05361868493022734,0.04291360588324578,0.0378108778825413,0.03480182024293673
25.650000000000002,0.0646851315144295,0.070459192408652,0.08956796259112232,0.14261994328907662,0.2538860090102538,0.1321580044047788,0.07744946059051896,0.053600289475935495,0.0429286656338589,0.037811491718962295,0.03483384936241136
25.700000000000003,0.0646703430495048,0.07046124399987043,0.08950285325238895,0.14256031362639043,0.25405509367369655,0.13214685690159592,0.07741668129504926,0.053597901338103486,0.04294199701606221,0.03779979631185655,0.03484691953548136
25.75,0.06468933981377745,0.070521931548065,0.08942915283122246,0.14244907233149467,0.2541570123617031,0.13214002106467196,0.07739248209730884,0.053603439833401254,0.042943006029634044,0.03782067841567547,0.03485386367304579
25.8,0.06471482459088258,0.07055407508409495,0.08933606955333641,0.14235672972272373,0.2541832120143719,0.13220274814875055,0.07737779139872558,0.05363118217016308,0.04294902444778636,0.03782164287118745,0.03487269999797736
25.85,0.06473540466386486,0.07058471114106202,0.08923464944451505,0.142255686694942,0.25423681816290894,0.13224265473021948,0.07737133421654795,0.05365395098626641,0.04294095234393331,0.037840811158212195,0.03490302645752777
